amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	fulfilled-by 
404-0933350-5221141	404-0933350-5221141	2017-07-19T06:08:52+00:00	2017-07-19T10:31:02+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0		50.0					50.0	RAIGARH	MAHARASHTRA	410209	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
171-2240609-7293101	171-2240609-7293101	2017-07-19T05:06:26+00:00	2017-07-19T07:46:52+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0								BANGALORE	KARNATAKA	560084	IN		
171-7436692-6436347	171-7436692-6436347	2017-07-19T02:26:16+00:00	2017-07-19T07:48:35+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0								NEW DELHI	DELHI	110028	IN		
406-2255283-5325126	406-2255283-5325126	2017-07-18T20:33:08+00:00	2017-07-19T05:37:04+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0								HYDERABAD	TELANGANA	500084	IN		
405-0828863-9008322	405-0828863-9008322	2017-07-18T08:15:35+00:00	2017-07-18T10:39:55+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0		50.0					50.0	Panvel	MAHARASHTRA	410206	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
404-4926462-8981950	404-4926462-8981950	2017-07-17T12:12:15+00:00	2017-07-17T15:14:04+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0								Mumbai	Maharashtra	400059	IN		
407-3166324-0750714		2017-07-17T11:46:57+00:00	2017-07-18T07:52:26+00:00	Shipped - Delivered to Buyer	Merchant	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable, 1 Meter, Fast Charning Premium Cable : Original [Gold Plated Connector] Nylon Braided Type C USB Cable for Oneplus 2	8944638557241	B071HPCVWT	Shipped	2	INR	1698.0	259.02	0.0		0.0				Hyderabad	Telangana	500046	IN		Easy Ship
406-3300036-7411549	406-3300036-7411549	2017-07-17T07:09:44+00:00	2017-07-18T07:25:42+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Unshipped	1	INR	899.0								DOWLESWARAM	ANDHRA PRADESH	533125	IN		
171-1866967-1905109	171-1866967-1905109	2017-07-17T04:33:19+00:00	2017-07-17T08:28:29+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0		50.0					50.0	ASIFABAD	TELANGANA	504293	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
405-4294481-8272314	405-4294481-8272314	2017-07-16T11:17:38+00:00	2017-07-16T18:07:27+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0								MUMBAI	MAHARASHTRA	400030	IN		
405-6222453-1596366	405-6222453-1596366	2017-07-16T06:39:47+00:00	2017-07-16T16:48:44+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0								solapur	MAHARASHTRA	413001	IN		
403-1965028-5666758	403-1965028-5666758	2017-07-15T11:43:49+00:00	2017-07-16T11:59:46+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Unshipped	1	INR	899.0								Kolkata	WEST BENGAL	700156	IN		
405-5493458-2704306	405-5493458-2704306	2017-07-15T11:37:16+00:00	2017-07-15T11:41:17+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Cancelled	0										Kolkata	WEST BENGAL	700156	IN		
405-8622810-0756331	405-8622810-0756331	2017-07-15T11:31:49+00:00	2017-07-15T11:41:50+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Cancelled	0										Kolkata	WEST BENGAL	700156	IN		
408-8452799-4147510	408-8452799-4147510	2017-07-15T09:54:01+00:00	2017-07-15T16:43:42+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0								HOOGHLY	WEST BENGAL	712139	IN		
171-8333519-3448309		2017-07-15T01:17:01+00:00	2017-07-15T10:28:38+00:00	Shipped - Delivered to Buyer	Merchant	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable, 1 Meter, Fast Charning Premium Cable : Original [Gold Plated Connector] Nylon Braided Type C USB Cable for Oneplus 2	8944638557234	B06Y2CJ7XZ	Shipped	1	INR	849.0	129.51	0.0		0.0				Cuttack	Orissa	753008	IN		Easy Ship
405-9456427-6214763	405-9456427-6214763	2017-07-14T23:05:08+00:00	2017-07-15T08:37:18+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0		25.0					25.0	Hyderabad	Andhra Pradesh	500073	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
408-8323573-6789943	408-8323573-6789943	2017-07-14T18:59:21+00:00	2017-07-15T10:19:05+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable, 1 Meter, Fast Charning Premium Cable : Original [Gold Plated Connector] Nylon Braided Type C USB Cable for Oneplus 2	8944638557241	B071HPCVWT	Shipped	1	INR	849.0								New Delhi	Delhi	110022	IN		
405-4585366-0177952	405-4585366-0177952	2017-07-14T03:28:47+00:00	2017-07-14T05:18:17+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0		50.0					50.0	HYDERABAD	TELANGANA	500062	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
403-4249230-6756365	403-4249230-6756365	2017-07-13T16:37:00+00:00	2017-07-14T00:02:24+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0								HYDERABAD	TELANGANA	500080	IN		
405-2183385-0320320	405-2183385-0320320	2017-07-13T06:58:35+00:00	2017-07-13T09:58:33+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0		25.0					25.0	Hyderabad	TELANGANA	502032	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
403-0041916-5521174	403-0041916-5521174	2017-07-12T12:42:49+00:00	2017-07-13T04:50:32+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0		50.0					50.0	HYDERABAD	TELANGANA	500008	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
403-7746708-8281917	403-7746708-8281917	2017-07-12T09:07:33+00:00	2017-07-13T09:08:39+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Unshipped	1	INR	849.0								Hyderabad	TELANGANA	500032	IN		
402-9785518-3176324	402-9785518-3176324	2017-07-12T05:49:06+00:00	2017-07-12T09:54:57+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0								Bangalore	Karnataka	560016	IN		
402-7061537-9980331	402-7061537-9980331	2017-07-11T14:33:57+00:00	2017-07-13T07:58:04+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0		50.0				898.0	50.0	NAVI MUMBAI	MAHARASHTRA	400709	IN	IN Core Free Shipping 2015/04/08 23-48-5-108,Money Off 2017/07/09 8-21-20-50	
171-4141374-8385129	171-4141374-8385129	2017-07-11T11:13:42+00:00	2017-07-11T18:42:42+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Indestructible Premium Cable for Onepl	8944638557227	B06XYQFJPY	Shipped	1	INR	899.0								MUMBAI	MAHARASHTRA	400052	IN		
