amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	fulfilled-by 
171-3569043-6441959	171-3569043-6441959	2017-06-11T07:50:30+00:00	2017-06-11T10:39:27+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 Pro	8944638557227	B06XYQFJPY	Shipped	1	INR	999.0		50.0					50.0	BENGALURU	KARNATAKA	560068	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
407-9631943-5389150	407-9631943-5389150	2017-06-10T10:24:40+00:00	2017-06-11T05:18:36+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 Pro	8944638557227	B06XYQFJPY	Shipped	1	INR	999.0		50.0					50.0	Delhi	DELHI	110088	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
171-2239920-4791533	171-2239920-4791533	2017-06-10T16:38:06+00:00	2017-06-11T04:47:42+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 Pro	8944638557227	B06XYQFJPY	Shipped	1	INR	999.0		50.0					50.0	BENGALURU	KARNATAKA	560103	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
407-3848351-1342726	407-3848351-1342726	2017-06-07T14:15:12+00:00	2017-06-10T13:07:09+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557234	B06Y2CJ7XZ	Shipped	1	INR	999.0		50.0					50.0	Ichalkaranji	Maharashtra	416115	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
406-0726002-6306758	406-0726002-6306758	2017-06-08T14:58:41+00:00	2017-06-09T04:28:07+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557227	B06XYQFJPY	Shipped	1	INR	999.0								GURGAON	HARYANA	122002	IN		
171-1737273-2682760	171-1737273-2682760	2017-06-08T19:06:25+00:00	2017-06-08T23:42:38+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557227	B06XYQFJPY	Shipped	1	INR	999.0								BENGALURU	KARNATAKA	560013	IN		
405-8321916-2200363	405-8321916-2200363	2017-06-08T12:10:49+00:00	2017-06-08T16:37:11+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557227	B06XYQFJPY	Shipped	1	INR	999.0		150.0						THANE	MAHARASHTRA	400614	IN		
407-0843482-8170747	407-0843482-8170747	2017-06-07T16:21:32+00:00	2017-06-08T04:09:26+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557227	B06XYQFJPY	Shipped	1	INR	999.0		50.0					50.0	BANUR	PUNJAB	140601	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	
406-1415033-8972326	406-1415033-8972326	2017-06-06T14:43:45+00:00	2017-06-07T18:06:51+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557241	B071HPCVWT	Cancelled	0										NEW DELHI	DELHI	110085	IN		
403-0312261-3933963	403-0312261-3933963	2017-06-07T12:01:57+00:00	2017-06-07T15:45:41+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557241	B071HPCVWT	Shipped	1	INR	999.0		100.0						MUMBAI	MAHARASHTRA	400060	IN		
408-7717811-9051548	408-7717811-9051548	2017-06-07T05:30:12+00:00	2017-06-07T09:38:36+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557227	B06XYQFJPY	Shipped	1	INR	999.0								BANGALORE	KARNATAKA	560066	IN		
171-1796603-3844304	171-1796603-3844304	2017-06-06T09:10:01+00:00	2017-06-06T09:10:45+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557241	B071HPCVWT	Unshipped	1	INR	999.0								DOWLESWARAM	ANDHRA PRADESH	533125	IN		
171-9692616-7382728	171-9692616-7382728	2017-06-06T08:43:52+00:00	2017-06-06T08:44:05+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557241	B071HPCVWT	Unshipped	1	INR	999.0								DOWLESWARAM	ANDHRA PRADESH	533125	IN		
405-4965979-5439515	405-4965979-5439515	2017-06-05T17:31:00+00:00	2017-06-06T04:57:33+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C to Type A Original Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 P	8944638557227	B06XYQFJPY	Shipped	1	INR	999.0						879.0		Bangalore	KARNATAKA	560097	IN	Money Off 2017/06/05 12-40-58-557	
402-4094913-2188329	402-4094913-2188329	2017-06-04T04:07:45+00:00	2017-06-04T08:49:25+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith Original USB 3.1 Reversible Type C to Type A 1 Metre Tough and Durable Data and Fast Charging Cable for Samsung Galaxy S8 / Google Pixel /	8944638557241	B071HPCVWT	Shipped	1	INR	999.0						749.0		Mumbai	Maharashtra	400060	IN	Money Off 2017/06/03 12-15-13-673	

