amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	fulfilled-by 
403-3024726-4949901	403-3024726-4949901	2017-08-09T02:55:18+00:00	2017-08-09T05:58:08+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0								AHMEDABAD	GUJARAT	380007	IN		false			
407-4429160-0917968	407-4429160-0917968	2017-08-08T11:53:22+00:00	2017-08-08T11:53:36+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Unshipped	1	INR	849.0								lucknow	UTTAR PRADESH	226004	IN		false			
407-4948827-0995554	407-4948827-0995554	2017-08-08T11:47:30+00:00	2017-08-08T11:47:45+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Unshipped	1	INR	849.0								lucknow	uttar pradesh	226004	IN		false			
407-5173600-2445965	407-5173600-2445965	2017-08-08T11:45:44+00:00	2017-08-08T11:46:03+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Unshipped	1	INR	849.0								lucknow	uttar pradesh	226004	IN		false			
406-8588465-5725952	406-8588465-5725952	2017-08-08T03:01:42+00:00	2017-08-08T10:59:02+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0		50.0					50.0	vadodara	GUJARAT	390012	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
403-0234669-6062777	403-0234669-6062777	2017-08-08T03:18:04+00:00	2017-08-08T10:58:27+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557241	B071HPCVWT	Shipped	1	INR	849.0								KOLKATA	WEST BENGAL	700034	IN		false			
171-5898817-3974755	171-5898817-3974755	2017-08-08T04:34:50+00:00	2017-08-08T07:54:34+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0		50.0					50.0	SURAT	GUJARAT	395007	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
402-3835497-4712303	402-3835497-4712303	2017-08-08T02:38:52+00:00	2017-08-08T06:38:41+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557234	B06Y2CJ7XZ	Shipped	1	INR	849.0		50.0					50.0	Lonere	MAHARASHTRA	402103	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
407-8871517-2144352	407-8871517-2144352	2017-08-07T10:16:51+00:00	2017-08-07T15:19:46+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0		16.67					16.67	VISAKHAPATNAM	ANDHRA PRADESH	530007	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
407-5828463-2358766	407-5828463-2358766	2017-08-07T02:26:34+00:00	2017-08-07T04:47:59+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0								MUMBAI	MAHARASHTRA	400063	IN		false			
S02-1047797-0422701	Xh81eU6520	2017-08-01T14:56:23+00:00	2017-08-06T15:40:19+00:00	Shipped	Amazon	Non-Amazon			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T / Leeco Le 1S , 2 , 2 Pro , Max 2 , Pro3 , S3/ Samsung Galaxy S8 / Google Pixel / Macbook / Chromebook / Motorola M / Honor 8 / Nexus 5X , 6P / Xiaomi Mi 4C , 5 and All Type C Devices (White)	8944638557227	B06XYQFJPY	Unshipped	1										Mumbai	Maharashtra	421302	IN		false			
402-4448428-9664368	402-4448428-9664368	2017-08-06T13:24:10+00:00	2017-08-06T15:22:49+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557234	B06Y2CJ7XZ	Shipped	1	INR	849.0								INDORE	MADHYA PRADESH	452009	IN		false			
408-5043333-9321115	408-5043333-9321115	2017-08-05T23:36:34+00:00	2017-08-06T08:17:59+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0								HYDERABAD	TELANGANA	500049	IN		false			
406-6746072-4844329	406-6746072-4844329	2017-08-06T02:34:24+00:00	2017-08-06T06:35:13+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557234	B06Y2CJ7XZ	Shipped	1	INR	849.0		50.0					50.0	BANGALORE	KARNATAKA	560040	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
405-3223205-4616332	405-3223205-4616332	2017-08-05T17:05:55+00:00	2017-08-06T04:08:06+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0		50.0					50.0	Mumbai	MAHARASHTRA	400007	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
403-0081434-9417163	403-0081434-9417163	2017-08-05T16:29:04+00:00	2017-08-05T23:58:30+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557241	B071HPCVWT	Shipped	1	INR	849.0								MANGALORE	KARNATAKA	575017	IN		false			
171-1765828-9851503	171-1765828-9851503	2017-08-04T14:44:28+00:00	2017-08-04T20:59:54+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0								Bangalore	Karnataka	560093	IN		false			
402-8253908-5774715	402-8253908-5774715	2017-08-04T08:30:53+00:00	2017-08-04T17:57:52+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	2	INR	1698.0								MUMBAI	MAHARASHTRA	400077	IN		false			
407-1016662-8400358	407-1016662-8400358	2017-08-04T08:39:25+00:00	2017-08-04T16:23:10+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557234	B06Y2CJ7XZ	Shipped	1	INR	849.0								Kolkata	WEST BENGAL	700013	IN		false			
171-0106632-8511506	171-0106632-8511506	2017-08-03T11:23:59+00:00	2017-08-03T15:28:14+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0		50.0					50.0	KOLKATA	WEST BENGAL	700002	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
402-1333667-0146709	402-1333667-0146709	2017-08-02T06:39:37+00:00	2017-08-03T08:33:55+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0		25.0					25.0	NOIDA	UP	201301	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
408-5877529-8145943	408-5877529-8145943	2017-08-03T03:22:32+00:00	2017-08-03T05:13:43+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0								BANGALORE	KARNATAKA	560076	IN		false			
405-8591597-8437931	405-8591597-8437931	2017-08-02T07:03:15+00:00	2017-08-02T12:42:21+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557234	B06Y2CJ7XZ	Shipped	1	INR	849.0		50.0					50.0	JALANDHAR	PUNJAB	144001	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
407-0990157-9229917	407-0990157-9229917	2017-08-01T18:00:09+00:00	2017-08-02T05:58:13+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0								Chennai	Tamil Nadu	600032	IN		false			
407-5013269-7664343	407-5013269-7664343	2017-08-01T17:22:14+00:00	2017-08-01T19:49:43+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557234	B06Y2CJ7XZ	Shipped	1	INR	849.0		50.0					50.0	Paonta Sahib	HIMACHAL PRADESH	173025	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
404-6806306-1536316	404-6806306-1536316	2017-08-01T08:49:59+00:00	2017-08-01T18:45:51+00:00	Cancelled	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557241	B071HPCVWT	Cancelled	0										mumbra, thane	maharashtra	400612	IN		false			
405-3138489-9274737	405-3138489-9274737	2017-08-01T12:41:31+00:00	2017-08-01T16:24:33+00:00	Shipped	Amazon	Amazon.in			Expedited	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557227	B06XYQFJPY	Shipped	1	INR	849.0								PUNE	MAHARASHTRA	411006	IN		false			
408-4689048-9252312	408-4689048-9252312	2017-08-01T10:53:52+00:00	2017-08-01T13:35:19+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557241	B071HPCVWT	Shipped	1	INR	849.0		50.0					50.0	Yerwada, Pune	Maharashtra	411006	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			
408-1607652-2568318	408-1607652-2568318	2017-08-01T02:10:51+00:00	2017-08-01T05:52:26+00:00	Shipped	Amazon	Amazon.in			Standard	SmartSmith USB 3.1 Type C Cable : Original [Gold Plated Connector] Nylon Braided 1 Metre Data and Fast Charging Premium Cable for Oneplus 2 , 3 , 3T /	8944638557241	B071HPCVWT	Shipped	1	INR	849.0		50.0					50.0	NEW DELHI	DELHI	110092	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false			

